industry,Computers_and_peripheral_equipment,Communication_equipment,Nonelectronic_medical_instruments,Electronic_medical_instruments,Nonmedical_instruments,Photocopy_and_related_equipment,Office_and_accounting_equipment,Nuclear_fuel,Other_fabricated_metal_products,Steam_engines,Internal_combustion_engines,Metalworking_machinery,Special_industrial_machinery,General_industrial_equipment,Electric_transmission_distribution_and_industrial_apparatus,Light_trucks_(including_utility_vehicles),Other_trucks_buses_and_truck_trailers,Autos,Aircraft,Ships_and_boats,Railroad_equipment,Household_furniture,Other_furniture_and_fixtures,Other_agricultural_machinery,Farm_tractors,Other_construction_machinery,Construction_tractors,Mining_and_oilfield_machinery,Service_industry_machinery,Household_appliances,Other_electrical_equipment,Other_nonresidential_equipment,Office_and_medical_buildings,Hospitals_and_special_care_facilities,Warehouses,Mobile_structures,Other_commercial_buildings,Manufacturing_buildings,Electric_power_structures,Wind_and_solar_power_structures,Gas_power_structures,Petroleum_pipelines,Communication_structures,Depreciable_petroleum_and_natural_gas_structures,Depreciable_mining_structures,Religious_buildings,Educational_and_vocational_buildings,Lodging_buildings,Amusement_and_recreation_buildings,Track_replacement,Other_railroad_structures,Other_transportation_structures,Farm_buildings,Water_supply_and_sewer_and_waste_disposal_facilities,Public_safety_highways_conservation_and_development,Prepackaged_software,Custom_software,Own_account_software,Research_and_development,Theatrical_movies,Long_lived_television_programs,Books,Music,Other_entertainment_originals,Residential_equipment,Residential_buildings
General_Merchandise_Stores,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0,0,0,0.3241,0,0,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0,0,0,0,0.3241,0.3241,0.3241,0,0.3241,0,0.3241,0,0,0,0,0,0,0,0,0.3241,0
Gas_Stations,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0,0,0,0.3241,0,0,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0,0,0,0,0.3241,0.3241,0.3241,0,0.3241,0,0.3241,0,0,0,0,0,0,0,0,0.3241,0
Other_Non_Gas_Stations_Retail,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0,0,0,0.3241,0,0,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0.3241,0,0,0,0,0.3241,0.3241,0.3241,0,0.3241,0,0.3241,0,0,0,0,0,0,0,0,0.3241,0
Air_Transportation,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0,0,0,0.1748,0,0,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0,0,0,0,0.1748,0.1748,0.1748,0,0.1748,0,0.1748,0,0,0,0,0,0,0,0,0.1748,0
Rail_Transportation,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0,0,0,0.1748,0,0,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0,0,0,0,0.1748,0.1748,0.1748,0,0.1748,0,0.1748,0,0,0,0,0,0,0,0,0.1748,0
Water_Transportation,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0,0,0,0.1748,0,0,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0,0,0,0,0.1748,0.1748,0.1748,0,0.1748,0,0.1748,0,0,0,0,0,0,0,0,0.1748,0
Truck_Transportation,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0,0,0,0.1748,0,0,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0,0,0,0,0.1748,0.1748,0.1748,0,0.1748,0,0.1748,0,0,0,0,0,0,0,0,0.1748,0
Transit_and_Ground_Passenger_Transportation,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0,0,0,0.1748,0,0,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0,0,0,0,0.1748,0.1748,0.1748,0,0.1748,0,0.1748,0,0,0,0,0,0,0,0,0.1748,0
Pipeline_Transportation,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0,0,0,0.1748,0,0,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0,0,0,0,0.1748,0.1748,0.1748,0,0.1748,0,0.1748,0,0,0,0,0,0,0,0,0.1748,0
Other_Transportation_and_Support_Activities,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0,0,0,0.1748,0,0,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0,0,0,0,0.1748,0.1748,0.1748,0,0.1748,0,0.1748,0,0,0,0,0,0,0,0,0.1748,0
Warehousing_and_Storage,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0,0,0,0.1748,0,0,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0.1748,0,0,0,0,0.1748,0.1748,0.1748,0,0.1748,0,0.1748,0,0,0,0,0,0,0,0,0.1748,0
Publishing_Industries_(Except_Internet),0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0.024,0,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0.024,0.024,0.024,0,0.024,0,0.024,0,0,0,0,0,0,0,0,0.024,0
Movie_Theaters,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0.024,0,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0.024,0.024,0.024,0,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0.024,0
Other_Motion_Picture_and_Sound_Recording,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0.024,0,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0.024,0.024,0.024,0,0.024,0,0.024,0,0,0,0,0,0,0,0,0.024,0
Broadcasting_(Except_Internet)_and_Telecommunications,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0.024,0,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0.024,0.024,0.024,0,0.024,0,0.024,0,0,0,0,0,0,0,0,0.024,0
Telephone_Communication,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0.024,0,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0.024,0.024,0.024,0,0.024,0,0.024,0,0,0,0,0,0,0,0,0.024,0
Cable_Television,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0.024,0,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0.024,0.024,0.024,0,0.024,0,0.024,0,0,0,0,0,0,0,0,0.024,0
Other_Telecommunication,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0.024,0,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0.024,0.024,0.024,0,0.024,0,0.024,0,0,0,0,0,0,0,0,0.024,0
Information_and_Data_Processing,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0.024,0,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0.024,0.024,0.024,0,0.024,0,0.024,0,0,0,0,0,0,0,0,0.024,0
Depository_Credit_Intermediation,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0,0,0,0.1604,0,0,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0,0,0,0,0.1604,0.1604,0.1604,0,0.1604,0,0.1604,0,0,0,0,0,0,0,0,0.1604,0
Other_Intermediation,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0,0,0,0.1604,0,0,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0,0,0,0,0.1604,0.1604,0.1604,0,0.1604,0,0.1604,0,0,0,0,0,0,0,0,0.1604,0
Nondepository_Credit_Intermediation,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0,0,0,0.1604,0,0,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0,0,0,0,0.1604,0.1604,0.1604,0,0.1604,0,0.1604,0,0,0,0,0,0,0,0,0.1604,0
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0,0,0,0.1604,0,0,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0,0,0,0,0.1604,0.1604,0.1604,0,0.1604,0,0.1604,0,0,0,0,0,0,0,0,0.1604,0
Insurance_Carriers,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0,0,0,0.1604,0,0,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0,0,0,0,0.1604,0.1604,0.1604,0,0.1604,0,0.1604,0,0,0,0,0,0,0,0,0.1604,0
Insurance_Agencies_and_Brokers_and_Related_Services,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0,0,0,0.1604,0,0,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0,0,0,0,0.1604,0.1604,0.1604,0,0.1604,0,0.1604,0,0,0,0,0,0,0,0,0.1604,0
"Funds,_Trusts,_and_Other_Financial_Vehicles_",0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0,0,0,0.1604,0,0,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0.1604,0,0,0,0,0.1604,0.1604,0.1604,0,0.1604,0,0.1604,0,0,0,0,0,0,0,0,0.1604,0
Real_Estate,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0,0,0,0.0485,0,0,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0,0,0,0,0.0485,0.0485,0.0485,0,0.0485,0,0.0485,0,0,0,0,0,0,0,0,0.0485,0
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0,0,0,0.0485,0,0,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0,0,0,0,0.0485,0.0485,0.0485,0,0.0485,0,0.0485,0,0,0,0,0,0,0,0,0.0485,0
Legal_Services,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0,0,0,0.4458,0,0,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0,0,0,0,0.4458,0.4458,0.4458,0,0.4458,0,0.4458,0,0,0,0,0,0,0,0,0.4458,0
Computer_Systems_Design_and_Related_Services,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0,0,0,0.4458,0,0,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0,0,0,0,0.4458,0.4458,0.4458,0,0.4458,0,0.4458,0,0,0,0,0,0,0,0,0.4458,0
"Other_Professional,_Scientific,_and_Technical_Services",0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0,0,0,0.4458,0,0,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0.4458,0,0,0,0,0.4458,0.4458,0.4458,0,0.4458,0,0.4458,0,0,0,0,0,0,0,0,0.4458,0
Management_Of_Companies_and_Enterprises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Administrative_and_Support_Services,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0,0,0,0.5264,0,0,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0,0,0,0,0.5264,0.5264,0.5264,0,0.5264,0,0.5264,0,0,0,0,0,0,0,0,0.5264,0
Waste_Management_and_Remediation_Services,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0,0,0,0.5264,0,0,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0,0,0,0,0.5264,0.5264,0.5264,0,0.5264,0.5264,0.5264,0,0,0,0,0,0,0,0,0.5264,0
Educational_Services,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0,0,0,0.644,0,0,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0,0,0,0,0.644,0.644,0.644,0,0.644,0,0.644,0,0,0,0,0,0,0,0,0.644,0
Ambulatory_Health_Care_Services,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0,0,0,0.4219,0,0,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0,0,0,0,0.4219,0.4219,0.4219,0,0.4219,0,0.4219,0,0,0,0,0,0,0,0,0.4219,0
Hospitals,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0,0,0,0.4219,0,0,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0,0,0,0,0.4219,0.4219,0.4219,0,0.4219,0,0.4219,0,0,0,0,0,0,0,0,0.4219,0
Nursing_and_Residential_Care_Facilities,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0,0,0,0.4219,0,0,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0,0,0,0,0.4219,0.4219,0.4219,0,0.4219,0,0.4219,0,0,0,0,0,0,0,0,0.4219,0
Social_Assistance,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0,0,0,0.4219,0,0,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0.4219,0,0,0,0,0.4219,0.4219,0.4219,0,0.4219,0,0.4219,0,0,0,0,0,0,0,0,0.4219,0
"Independent_Artists,_Writers,_and_Performers",0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0,0,0,0.2973,0,0,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0,0,0,0,0.2973,0.2973,0.2973,0,0.2973,0,0.2973,0,0,0,0,0,0,0,0,0.2973,0
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities",0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0,0,0,0.2973,0,0,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0,0,0,0,0.2973,0.2973,0.2973,0,0.2973,0,0.2973,0,0,0,0,0,0,0,0,0.2973,0
Amusement_Parks,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0,0,0,0.2973,0,0,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0,0,0,0.2973,0.2973,0.2973,0.2973,0,0.2973,0.2973,0.2973,0,0,0,0,0,0,0,0,0.2973,0
Gambling_and_Bowling,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0,0,0,0.2973,0,0,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0,0,0,0,0.2973,0.2973,0.2973,0,0.2973,0.2973,0.2973,0,0,0,0,0,0,0,0,0.2973,0
Other_Recreation_Services,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0,0,0,0.2973,0,0,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0.2973,0,0,0,0,0.2973,0.2973,0.2973,0,0.2973,0,0.2973,0,0,0,0,0,0,0,0,0.2973,0
Accomodation,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0,0,0,0.2415,0,0,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0,0,0,0,0.2415,0.2415,0.2415,0,0.2415,0,0.2415,0,0,0,0,0,0,0,0,0.2415,0
Food_Services_and_Drinking_Places,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0,0,0,0.2415,0,0,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0,0,0,0,0.2415,0.2415,0.2415,0,0.2415,0,0.2415,0,0,0,0,0,0,0,0,0.2415,0
Other_Services_(Except_Public_Administration),0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0,0,0,0.4023,0,0,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0.4023,0,0,0,0,0.4023,0.4023,0.4023,0,0.4023,0,0.4023,0,0,0,0,0,0,0,0,0.4023,0
