"year","gdp","gdp_c","gdp_i","gdp_g","gdp_nx","gdp_comp","gdp_wages","gdp_proprietors","gdp_rent","gdp_interest","gdp_div","gdp_corp","gdp_fy","rgdp","pce_deflator","cpiu","ccpiu","cpiu_irs","ccpiu_irs","gdp_deflator","awi","u3","lfpr","emp_hh","emp_est","tsy_10y","tsy_3m","ffr","avg_rate_debt","rev","rev_iit","rev_payroll","rev_corp","rev_excise","rev_estate","rev_customs","rev_misc","outlays","outlays_disc","outlays_mand","outlays_mand_oasdi","outlays_mand_health","outlays_mand_other","outlays_ni","unmarried_0","unmarried_1","unmarried_2","unmarried_3","unmarried_4","unmarried_5","unmarried_6","unmarried_7","unmarried_8","unmarried_9","unmarried_10","unmarried_11","unmarried_12","unmarried_13","unmarried_14","unmarried_15","unmarried_16","unmarried_17","unmarried_18","unmarried_19","unmarried_20","unmarried_21","unmarried_22","unmarried_23","unmarried_24","unmarried_25","unmarried_26","unmarried_27","unmarried_28","unmarried_29","unmarried_30","unmarried_31","unmarried_32","unmarried_33","unmarried_34","unmarried_35","unmarried_36","unmarried_37","unmarried_38","unmarried_39","unmarried_40","unmarried_41","unmarried_42","unmarried_43","unmarried_44","unmarried_45","unmarried_46","unmarried_47","unmarried_48","unmarried_49","unmarried_50","unmarried_51","unmarried_52","unmarried_53","unmarried_54","unmarried_55","unmarried_56","unmarried_57","unmarried_58","unmarried_59","unmarried_60","unmarried_61","unmarried_62","unmarried_63","unmarried_64","unmarried_65","unmarried_66","unmarried_67","unmarried_68","unmarried_69","unmarried_70","unmarried_71","unmarried_72","unmarried_73","unmarried_74","unmarried_75","unmarried_76","unmarried_77","unmarried_78","unmarried_79","unmarried_80","unmarried_81","unmarried_82","unmarried_83","unmarried_84","unmarried_85","unmarried_86","unmarried_87","unmarried_88","unmarried_89","unmarried_90","unmarried_91","unmarried_92","unmarried_93","unmarried_94","unmarried_95","unmarried_96","unmarried_97","unmarried_98","unmarried_99","unmarried_100","married_0","married_1","married_2","married_3","married_4","married_5","married_6","married_7","married_8","married_9","married_10","married_11","married_12","married_13","married_14","married_15","married_16","married_17","married_18","married_19","married_20","married_21","married_22","married_23","married_24","married_25","married_26","married_27","married_28","married_29","married_30","married_31","married_32","married_33","married_34","married_35","married_36","married_37","married_38","married_39","married_40","married_41","married_42","married_43","married_44","married_45","married_46","married_47","married_48","married_49","married_50","married_51","married_52","married_53","married_54","married_55","married_56","married_57","married_58","married_59","married_60","married_61","married_62","married_63","married_64","married_65","married_66","married_67","married_68","married_69","married_70","married_71","married_72","married_73","married_74","married_75","married_76","married_77","married_78","married_79","married_80","married_81","married_82","married_83","married_84","married_85","married_86","married_87","married_88","married_89","married_90","married_91","married_92","married_93","married_94","married_95","married_96","married_97","married_98","married_99","married_100"
2070,150550.374641248,103483.222489312,26474.0661283902,24285.5336935515,-3692.44767000532,80325.4694857388,66017.4060745045,10147.2852492241,4865.95256604001,15337.8338020361,10049.2336138934,16190.8541521703,149162.087977008,2.10729353970521,2.4022040507342,2.77653831524368,2.48347228592027,2.77653831524368,2.48347228592028,2.48080561608664,4.61601206577842,4.071,60.7,185.333645091336,181.83643430045,4.409,3.097,3.262,3.791,,,,1825.72127152107,354.13380429491,260.052431105264,345.994329666003,755.969469861228,41993.6269601159,7885.95672945492,24383.6685030083,8831.96543869648,12522.0063684964,3029.69669581538,9724.00172765271,3949461,3963271,3983813,4003317,4019270,4032637,4045729,4056825,4067135,4077953,4089838,4102892,4117673,4134773,4154575,4178497,4193488,4210992,4243835,4262039,4210957,4199556,4174281,4016646,3862183,3692337,3473408,3271081,3131510,2843902,2791475,2579812,2473912,2380721,2345245,2237861,2194072,2183055,2123808,2109619,2087247,2106033,1964040,1979800,1989694,1900552,1910157,1854773,1913161,1889501,1922181,1896141,1950013,2044045,1999658,2068965,2001714,1999149,1964485,2003874,2056753,2181718,2125879,2100554,1993745,1985363,1925631,1907042,1904601,1953784,1928697,1925460,1869290,1843544,1746644,1786921,1841856,1796110,1835528,1822982,1733640,1710579,1577215,1550377,1453194,1379004,1310853,1260258,1176477,1089011,985211,844530,769828,614016,551427,438324,358536,306863,241531,192748,413689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14179,32279,40929,66869,162997,222270,293233,494259,691236,902542,1160987,1400908,1576161,1896896,1980035,2217602,2344054,2452456,2498384,2613005,2659614,2667693,2719048,2720745,2727670,2690946,2812624,2775364,2737959,2799265,2761181,2782358,2695139,2759398,2726907,2784815,2778255,2759180,2823677,2752417,2754361,2756882,2767193,2788126,2782873,2785592,2840506,2783207,2764639,2701844,2702787,2644484,2613565,2593918,2502354,2439077,2371633,2333189,2360703,2254448,2147365,2162459,2053008,1990544,1855146,1664109,1579158,1430016,1379602,1234737,1110828,1015006,870511,789253,624806,515581,391204,332031,227070,187818,123106,76555,58814,37498,60530
2071,155973.199135826,107210.688163377,27427.6619903348,25160.2986171933,-3825.44963507892,83218.7928966151,68395.3530413081,10512.7904639011,5041.22417746877,15890.3025755854,10411.2070086659,16774.0487187315,154534.90638594,2.14016731892461,2.4480140819817,2.83892713118721,2.53312577604076,2.83892713118721,2.53312577604076,2.53066980896998,4.77140202377355,4.071,60.7,185.756205802144,182.251021370655,4.409,3.097,3.262,3.791,,,,1891.48375172126,366.889703925613,269.419519673675,358.457045420572,783.19949016563,43506.2374032193,8170.00889084988,25261.9682424866,9150.09283379833,12973.0490378896,3138.82637079865,10074.2602698828,3948100,3963594,3985881,4007159,4024872,4039918,4054524,4066855,4078046,4089304,4101094,4113460,4126979,4142389,4160096,4181503,4191802,4208203,4235182,4250626,4204098,4195785,4132809,4040030,3868544,3639903,3478138,3268401,3084985,2965043,2673092,2643291,2446362,2377350,2322903,2283946,2230024,2167640,2156851,2095820,2109118,2054811,2074527,1978775,1966617,1977150,1903688,1899420,1856121,1940466,1890530,1935781,1910283,1958747,2042427,2004340,2047296,1996799,1995279,1949638,1997776,2046372,2163334,2116160,2101024,1984423,1969605,1916525,1893501,1910198,1950310,1932685,1935640,1851375,1833168,1740535,1776360,1805272,1765165,1804862,1799063,1707656,1675704,1551444,1492445,1400630,1325793,1253617,1191245,1112562,1022871,895712,753542,685222,559606,459017,370341,277898,240010,181744,429893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15981,32128,43628,69474,158603,212834,320109,455506,669341,939842,1141845,1389936,1610007,1764602,2089761,2148732,2369725,2457228,2524505,2571995,2631457,2695029,2701483,2753093,2727041,2765546,2726821,2801343,2791059,2752398,2796799,2771169,2779277,2665384,2755177,2708847,2764982,2762257,2751890,2807567,2760147,2743467,2742719,2761958,2771853,2768432,2776039,2819751,2750193,2741379,2684516,2676554,2620523,2567758,2554049,2452922,2379864,2336750,2285847,2303183,2195024,2107811,2109843,1992823,1909245,1765028,1577448,1478090,1354351,1282964,1127186,1001956,910079,760089,665377,522388,426989,306331,234365,176701,125596,96010,51883,42716,61483
2072,161591.353768699,111072.417151022,28415.6063752267,26066.5725733846,-3963.24233093446,86216.3338167511,70858.953657856,10891.4611764108,5222.8090723412,16462.671274358,10786.218685118,17378.2499535802,160101.253713962,2.17355392909983,2.49469771052509,2.90271782382499,2.5837720169542,2.90271782382498,2.5837720169542,2.58153627213028,4.93202291242954,4.071,60.7,186.179729951373,182.66655369938,4.409,3.097,3.262,3.791,,,,1959.61499645826,380.105071061013,279.124010772321,371.368668196621,811.410335801395,45073.3320744832,8464.2926110983,26171.904338581,9479.67917767175,13440.3382642344,3251.88689667482,10437.1351248039,3945267,3962295,3986252,4009273,4028755,4045558,4061844,4075689,4088115,4100255,4112488,4124761,4137594,4151745,4167762,4187079,4197729,4214182,4233455,4247859,4205500,4178551,4121346,3991304,3854685,3675732,3409454,3244984,3055112,2920426,2779518,2554361,2498607,2370341,2295966,2288822,2218965,2177866,2141536,2121777,2081891,2091875,2046614,2064350,1958290,1956665,1969585,1904731,1905773,1839856,1945377,1894779,1945120,1917397,1957584,2058189,2002047,2047774,1973581,1973822,1937660,1985174,2026347,2155429,2079672,2083778,1982234,1962207,1911735,1878777,1912724,1934901,1918423,1922912,1848059,1829267,1715851,1767168,1783697,1736887,1752500,1782669,1657549,1641509,1506858,1448841,1338497,1256836,1200641,1126668,1025951,932211,804556,661154,585886,468058,374014,297649,207007,181621,434220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13120,26335,42498,66378,148485,218919,318478,489754,667948,888598,1195514,1399058,1626341,1796652,1972293,2229111,2312190,2462450,2552928,2570984,2647680,2692682,2728797,2742687,2772890,2749797,2778175,2740515,2824406,2802982,2760725,2795091,2763134,2793137,2657466,2746548,2694005,2750876,2754912,2724971,2796132,2743831,2748922,2744279,2752279,2760352,2761824,2754029,2823721,2734573,2710590,2656784,2643903,2595520,2523044,2523763,2418458,2339464,2282845,2226663,2258618,2129271,2047724,2048539,1941410,1806652,1691101,1482053,1388054,1249197,1181156,1029121,883753,796947,658382,555678,427129,347798,246966,180824,129885,87653,77907,36741,65492
2073,167411.874331447,115073.245616802,29439.1365168623,27005.4905174779,-4105.99831969471,89321.8461608305,73411.293168612,11283.7716079851,5410.93465512692,17055.6566936604,11174.7382821559,18004.2145169081,165868.100872739,2.20746137039379,2.54227159586481,2.96794189332633,2.63543085729832,2.96794189332633,2.63543085729832,2.6334251512001,5.0980508218614,4.071,60.7,186.604219735662,183.083033441814,4.409,3.097,3.262,3.791,,,,2030.20032863068,393.796455720631,289.17805764034,384.745367625063,840.637336096962,46696.8734958061,8769.17643095006,27114.6163328567,9821.13722165148,13924.4592485121,3369.01986269305,10813.0807319994,3941153,3959524,3985000,4009688,4030907,4049478,4067523,4083046,4096985,4110364,4123481,4136198,4148939,4162405,4177166,4194799,4200641,4209920,4241408,4245335,4196399,4176523,4116177,3966994,3825708,3660948,3462306,3217341,3028956,2860696,2764472,2647349,2465123,2408481,2283962,2242173,2251565,2178621,2136468,2119070,2102325,2077982,2062508,2029808,2027369,1935425,1957913,1970728,1895780,1899931,1845100,1948337,1906995,1943380,1913895,1960418,2054640,1996392,2047593,1975735,1971937,1918482,1994361,2009247,2115297,2055436,2088253,1979791,1955863,1905434,1892532,1891641,1942028,1908964,1910082,1825335,1819472,1705251,1763717,1759441,1707572,1709337,1768655,1625662,1574229,1462669,1383809,1286450,1223538,1136067,1051066,947241,841946,717771,576086,485119,383704,296726,239740,161013,438749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15847,33735,34814,66133,151815,212336,312609,501080,682558,888245,1127360,1411799,1638316,1842954,1974880,2125187,2337225,2419118,2563238,2619209,2619032,2697176,2741825,2757468,2768079,2782381,2783666,2798566,2780134,2849308,2802579,2759008,2802446,2766622,2784934,2650324,2728914,2688954,2746163,2741359,2715088,2786172,2726211,2727153,2724713,2748113,2725293,2750384,2762227,2815124,2696845,2678015,2625900,2610533,2540083,2499649,2467638,2375118,2294711,2243000,2167772,2195046,2052320,1984412,1975373,1867069,1693524,1590702,1411744,1282126,1150563,1062805,890209,773333,680205,538160,451210,335680,272081,196078,131013,95085,54106,52341,62664
2074,173442.050044866,119218.183923919,30499.5342141997,27978.2282859174,-4253.89637917011,92539.2190595436,76055.5679485454,11690.2130613048,5605.8365214046,17670.001447766,11577.2523550792,18652.7263238072,171842.669866175,2.24189776777193,2.59075271519795,3.03463154766938,2.68812254255608,3.03463154766937,2.68812254255608,2.68635699673922,5.26966776994936,4.071,60.7,187.029677356659,183.500462758062,4.409,3.097,3.262,3.791,,,,2103.32814446796,407.981004055688,299.594251276545,398.603895766918,870.917092943174,48378.894879125,9085.04216599287,28091.2848131662,10174.8945843754,14426.0182706435,3490.37195814725,11202.567899966,3935942,3955468,3982272,4008477,4031360,4051664,4071480,4088762,4104380,4119273,4133630,4147232,4160419,4173795,4187874,4204255,4210327,4221353,4240069,4246894,4172590,4169707,4093328,4008447,3818753,3660489,3471613,3261187,3012348,2856166,2718284,2634723,2504113,2378031,2315653,2251497,2203079,2222635,2163915,2115009,2117915,2096593,2054461,2056214,2031918,1989828,1947860,1952557,1974803,1908589,1888650,1844484,1964022,1921785,1947833,1923012,1953443,2049970,1981751,2037378,1971658,1963586,1909681,1976915,1987823,2111446,2042651,2065736,1971896,1945057,1917163,1881035,1883942,1921155,1903470,1904430,1813386,1808053,1699441,1749084,1746684,1675615,1690377,1734296,1574651,1529502,1408217,1319304,1229300,1168724,1073964,958737,848944,759298,634461,493778,396434,310446,233734,186522,435445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13939,28006,39367,64925,172941,213476,326948,448697,676643,874449,1103028,1352765,1640135,1833411,2007745,2125460,2287397,2441217,2526444,2608281,2669183,2657200,2719713,2769568,2764642,2779472,2810477,2793611,2799160,2819780,2837784,2807444,2753423,2787368,2774996,2781419,2629437,2707428,2676504,2726650,2735388,2704461,2783258,2716776,2710085,2709944,2731845,2714996,2741306,2733834,2794694,2684053,2648800,2597259,2557192,2507637,2459648,2435416,2323379,2237380,2186793,2105611,2121270,1980711,1896829,1891145,1760438,1592244,1501213,1302819,1171199,1044877,944175,768860,645640,568988,442983,347550,251845,200494,144311,90104,65340,33718,63705
2075,179689.432687482,123512.422908858,31598.1274365952,28986.0040687762,-4407.12172674783,95872.4817300684,78795.089506052,12111.294535773,5807.75875290559,18306.4748999146,11994.2649849092,19324.5975259907,178032.442834754,2.27687137294918,2.64015836947677,3.10281971854551,2.74186772299001,3.10281971854551,2.74186772299001,2.74035277237368,5.44706190188664,4.071,60.7,187.456105021032,183.91884381315,4.409,3.097,3.262,3.791,,,,2179.0900242317,422.676479821774,310.385636207526,412.961608092442,902.287526630987,50121.5026726711,9412.28538481194,29103.1328921364,10541.3942873046,14945.6434487521,3616.09515607971,11606.0843957228,3929858,3950316,3978260,4005791,4030187,4052151,4073704,4092752,4110129,4126703,4142577,4157420,4171494,4185318,4199310,4215013,4218037,4233040,4245072,4254184,4185014,4161250,4101328,3966324,3839629,3647764,3462764,3259559,3073154,2835348,2685235,2558736,2498883,2421524,2315259,2273552,2206518,2164310,2186636,2132302,2114633,2104918,2092688,2032493,2058794,2025391,1988317,1939215,1965354,1987557,1890746,1893462,1850599,1960260,1925683,1962842,1929348,1960366,2052672,1981747,2022569,1973609,1940017,1909052,1975940,1966554,2084594,2056267,2051505,1957343,1923347,1902510,1863774,1871154,1904797,1884712,1888460,1801481,1781831,1683814,1720189,1711767,1630581,1654502,1694587,1507961,1466599,1355629,1250926,1175094,1077011,980864,858046,763957,672875,531315,397761,327620,246548,180184,443454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15739,24162,40142,60928,160952,219344,313373,482413,644938,874407,1097730,1339476,1564245,1839547,2026827,2188230,2280376,2386983,2518581,2581213,2664230,2717278,2701110,2757693,2776045,2783376,2788025,2836163,2793801,2807855,2822268,2846009,2793225,2738490,2802384,2766104,2770157,2626736,2695644,2651350,2707729,2713689,2684540,2763869,2710406,2685347,2708682,2705575,2686303,2731765,2728065,2745805,2660862,2624026,2577595,2527976,2477774,2420739,2394224,2279507,2184711,2125670,2052863,2051512,1910632,1817835,1811964,1662287,1487852,1410785,1196235,1051741,937593,818467,669114,537524,471593,342732,259124,194750,153763,93521,59470,44190,59385
2076,186161.846052885,127961.340382035,32736.2919868613,30030.0799353335,-4565.86625134529,99325.8085219854,81633.28863006,12547.5433649515,6016.95422318525,18965.8741258095,12426.2984096656,20020.6695288769,184445.171425662,2.31239056636718,2.69050618958269,3.17254007762122,2.79668746173523,3.17254007762122,2.79668746173523,2.79543386309839,5.6304276964447,4.071,60.7,187.88350494048,184.338178777044,4.409,3.097,3.262,3.791,,,,2257.58084690452,437.901286624954,321.565726823721,427.836485215932,934.787923340235,51926.8791989407,9751.31590437286,30151.4277389112,10921.0953095333,15483.9855257762,3746.3469036017,12024.1355556567,3923140,3944289,3973149,4001819,4027535,4051011,4074224,4095009,4114154,4132487,4150044,4166406,4181722,4196435,4210877,4226496,4235369,4236200,4256871,4268679,4204003,4162677,4092479,3976743,3805813,3637127,3433293,3269931,3084674,2875068,2692867,2553723,2419070,2419318,2350586,2267355,2222786,2182144,2127621,2160832,2085380,2095860,2103762,2064070,2026752,2070120,2010689,2002539,1946929,1961812,1986622,1903759,1907120,1854102,1964868,1919375,1957631,1928598,1955140,2070354,1979496,2008003,1968975,1931203,1892036,1974419,1947501,2078195,2044421,2044571,1962039,1900979,1904123,1844034,1865951,1891339,1879045,1874171,1778059,1759281,1650641,1698841,1680895,1590958,1612187,1666028,1457478,1403013,1296744,1180410,1080947,1001927,866981,764492,680767,568958,445632,323304,250429,185617,450352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9219,30575,36255,52288,145334,218438,319723,466514,670447,874317,1114536,1315060,1537910,1784844,2004617,2179374,2347072,2377034,2472608,2579248,2643047,2698017,2761962,2733361,2810797,2800638,2789253,2820433,2844740,2784710,2823603,2807694,2836941,2794670,2736686,2785376,2747357,2760247,2614495,2691927,2644252,2694092,2702252,2647827,2745220,2702157,2665507,2690850,2693800,2657846,2719639,2699810,2720264,2628139,2578079,2556345,2479313,2446434,2369899,2344676,2216896,2125448,2070704,1990671,1986541,1819473,1726886,1718999,1562166,1355037,1287735,1083420,932964,828217,716693,540857,455466,375363,251931,195140,131569,106575,71599,44183,58520
2077,192867.39574771,132570.507862596,33915.4532242281,31111.7634146042,-4730.32875371875,102903.524144947,84573.7196865147,12999.505876957,6233.68491430438,19649.0249118212,12873.8936783817,20741.814045307,191088.886500414,2.34846385920251,2.74181414261804,3.24382705316537,2.85260324305424,3.24382705316537,2.85260324305425,2.85162208374666,5.8199661791821,4.071,60.7,188.311879331745,184.758469824656,4.409,3.097,3.262,3.791,,,,2338.89890901002,453.674490969185,333.148524303912,443.24715541341,968.458984338951,53797.2853876866,10102.5583032484,31237.4821660667,11314.4731625827,16041.7186844146,3881.29031906944,12457.2449183714,3916037,3937625,3967162,3996746,4023596,4048391,4073117,4095562,4116442,4136545,4155863,4173909,4190745,4206703,4222036,4238108,4246014,4255487,4255540,4266657,4219828,4181031,4089531,3952529,3808751,3633642,3404376,3212303,3075255,2909760,2691069,2533992,2400220,2326717,2347931,2299572,2218012,2196625,2117918,2088571,2141555,2073776,2076858,2078777,2041840,2006225,2078030,2009162,1981892,1951222,1950835,2001478,1896686,1923991,1859153,1975541,1919664,1965750,1926972,1942151,2054745,1973252,2005352,1954051,1908291,1874612,1966031,1959874,2068445,2027667,2039598,1958524,1903587,1913919,1823020,1863446,1870372,1852636,1863999,1752790,1733392,1623441,1668846,1630693,1538938,1568505,1590710,1398243,1325706,1217961,1108025,987254,894088,763753,683123,578892,476411,352653,253867,197772,454884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10108,22158,47226,62295,135435,203538,323281,488322,662122,869590,1132822,1360123,1533386,1735438,1991531,2184625,2352149,2456613,2463202,2536480,2639751,2678712,2770327,2807542,2758903,2828304,2824443,2818104,2845570,2867571,2777918,2824848,2827057,2830623,2802989,2717921,2787442,2724136,2747625,2594078,2679469,2622047,2679474,2696797,2642921,2728951,2680304,2654161,2685240,2682132,2635894,2674121,2672816,2697393,2591517,2538110,2506951,2418518,2412065,2311020,2296932,2170128,2056655,2011841,1919007,1902031,1729112,1647012,1630063,1446111,1251905,1166290,978481,829703,704306,601945,450554,370827,278337,186442,131468,97599,75123,44273,62670
2078,199814.479342542,137345.697555807,35137.0878493648,32232.4091327982,-4900.71519542768,106610.109084648,87620.065069623,13467.748078645,6458.22224491762,20356.782789145,13337.611328677,21488.934187219,197971.908192159,2.38509989540607,2.79410053831776,3.31671584705,2.90963698075676,3.31671584705,2.90963698075676,2.90893968762997,6.01588514283059,4.071,60.7,188.741230416621,185.179719135856,4.409,3.097,3.262,3.791,,,,2423.14604771256,470.015846133895,345.148534149339,459.212917951401,1003.34287695484,55735.063607351,10466.4524533314,32362.6562736885,11722.0204858989,16619.5413914273,4021.09439636232,12905.9548803312,3908806,3930575,3960536,3990793,4018554,4044481,4070528,4094485,4117025,4138865,4159955,4179764,4198285,4215763,4232343,4249310,4256768,4264382,4282321,4252513,4202420,4199098,4097353,3975725,3790923,3603965,3430533,3202262,3016514,2917073,2755105,2563320,2414361,2311837,2256623,2289602,2232402,2176181,2146554,2085111,2047024,2115961,2066681,2054573,2059997,2040076,2004207,2071152,2030598,1988465,1942821,1954997,2020376,1911739,1933306,1868727,1966674,1915199,1969078,1926734,1941930,2051266,1967100,1991999,1955168,1907463,1863326,1948431,1930426,2055733,2020288,2025826,1946797,1892429,1925119,1823503,1866544,1844133,1831349,1845579,1718044,1703908,1594980,1632607,1602396,1505321,1517139,1520717,1347405,1253027,1134452,1009882,883965,792779,669838,568391,475230,383135,286381,194987,469413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11013,24853,31378,86147,160901,191474,318996,465821,677629,893968,1098544,1359626,1579657,1714277,1912878,2140511,2323624,2457815,2541580,2534484,2614907,2691180,2736956,2809752,2855439,2790484,2840287,2850674,2839870,2849712,2870780,2784584,2802198,2818529,2836439,2794996,2694105,2766129,2707309,2728371,2591086,2669998,2602790,2661706,2677130,2624298,2710923,2667359,2624916,2657249,2663964,2621225,2668407,2646582,2663212,2561446,2503187,2467390,2352016,2350895,2240949,2249523,2112841,1990302,1949584,1837308,1810960,1636799,1536967,1505381,1320617,1136022,1030377,864320,714180,593249,502007,361748,288007,221185,134134,91426,58499,52524,63740
2079,207011.796888461,142292.889581767,36402.7257536989,33393.4205097616,-5077.23895676698,110450.205213877,90776.1398134308,13952.8563644378,6690.84741017956,21090.03410521,13818.032088736,22262.9655966426,205102.856325241,2.42230745377441,2.84738403558348,3.39124245213321,2.9678110267879,3.39124245213321,2.96781102678791,2.96740937535133,6.21839937510012,4.071,60.7,189.171560421971,185.601928895486,4.409,3.097,3.262,3.791,,,,2510.42776835117,486.945816911638,357.580784349398,475.75376725601,1039.48328738275,57742.6405984878,10843.4540707004,33528.3591526667,12144.247663801,17218.1772723465,4165.93421651929,13370.8273751207,3901703,3923395,3953522,3984202,4012632,4039468,4066649,4091924,4115975,4139478,4162306,4183888,4204173,4223339,4241442,4259659,4268058,4275281,4288546,4291486,4196963,4170636,4119586,3980312,3805320,3579023,3417700,3256962,3027194,2824451,2763413,2637976,2433200,2339518,2272728,2210672,2242622,2179016,2129901,2132717,2051949,1995909,2095919,2058743,2039943,2059119,2030203,1990221,2083769,2030493,1973562,1930933,1964098,2022454,1931033,1936647,1861486,1966579,1922140,1960054,1929376,1918776,2036707,1947401,1979927,1946901,1897661,1855838,1921454,1935722,2052444,2009265,2011096,1936885,1862619,1921039,1808860,1857061,1838643,1824900,1801867,1686006,1675153,1574523,1588600,1549856,1455903,1460996,1451739,1271433,1162557,1051089,913194,787261,698230,570231,475217,382046,302976,224605,474206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10972,25666,36804,58172,176132,228063,302845,464848,664009,916673,1106164,1296891,1558528,1794519,1890813,2051330,2290092,2415840,2511889,2600576,2592813,2677983,2745725,2757501,2849348,2912625,2815496,2852254,2868368,2843203,2860852,2884627,2770830,2800420,2830921,2844572,2781057,2685854,2739412,2694352,2723822,2577583,2647298,2594149,2639654,2678857,2615115,2704666,2651272,2604763,2637878,2640113,2613963,2625826,2609016,2630427,2529138,2462524,2442196,2295473,2299301,2178640,2175921,2034927,1936134,1870926,1747061,1703697,1544036,1433920,1379316,1192459,1012793,914794,750107,585063,485848,403596,277306,217042,153922,94097,60837,35100,74527
2080,214468.361812383,147418.279464502,37713.9519353471,34596.2515165232,-5260.12110398974,114428.621605681,94045.8963695106,14455.4382506849,6931.85173389422,21849.6971336796,14315.7576045723,23064.8776174337,212490.661210076,2.46009545005329,2.90168364914206,3.46744367003265,3.02714817998809,3.46744367003264,3.02714817998809,3.0270543037959,6.42773089415255,4.071,60.7,189.602871579733,186.025101293367,4.409,3.097,3.262,3.791,,,,2600.85337656718,504.485605236795,370.460844201663,492.890417952572,1076.92547539428,59822.5305128453,11234.035286327,34736.0506493458,12581.6834646511,17838.3760176964,4315.99116699831,13852.4445771726,3894972,3916340,3946376,3977219,4006069,4033572,4061663,4088072,4113443,4138458,4162950,4186271,4208330,4229261,4249053,4268797,4279365,4288460,4297652,4294172,4251171,4165576,4093498,3983480,3797829,3599256,3348417,3207792,3032627,2827315,2657130,2614657,2520602,2372081,2269085,2221994,2192802,2190769,2135064,2079140,2099587,2040003,1996017,2074952,2065254,2017443,2061003,2026791,1996243,2062335,2037490,1992419,1939344,1962483,2025589,1930384,1918022,1861742,1963113,1915839,1930382,1921370,1923090,2030935,1930289,1964021,1935845,1894801,1839893,1912205,1925049,2064650,1987812,1997036,1914348,1862231,1904256,1810178,1840992,1822983,1767629,1774204,1658208,1651458,1544450,1547587,1495280,1401750,1389785,1375613,1191225,1059734,949323,815403,693755,604407,472693,379958,304355,235019,502702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10057,23786,39467,67198,132983,242966,337133,467838,675192,897294,1173290,1340930,1545145,1781291,1984803,2060983,2188254,2368675,2501328,2575759,2629891,2654451,2730294,2803284,2797157,2867451,2917571,2840572,2848891,2893405,2842664,2864206,2877541,2790456,2790984,2808384,2831404,2776588,2675390,2730536,2701248,2710039,2565644,2636112,2604780,2626743,2651520,2595395,2693978,2638740,2587055,2609694,2622789,2586894,2597383,2553743,2604875,2492195,2430199,2382259,2246067,2226963,2117599,2106647,1994638,1851956,1780211,1643564,1597844,1431006,1315799,1250532,1073007,891672,784750,634041,479422,387564,313273,198087,155115,112042,61024,39196,66457
2081,222193.512204865,152728.285890814,39072.4084840583,35842.4084961484,-5449.59066615544,118550.340555918,97433.4295567404,14976.1231364746,7181.53703334909,22636.7232244348,14831.411193489,23895.6745092136,220144.574826863,2.49847293907412,2.9570187563312,3.54535712929828,3.08767169502807,3.54535712929828,3.08767169502807,3.08789809530219,6.64410919200216,4.071,60.7,190.035166126935,186.449238524316,4.409,3.097,3.262,3.791,,,,2694.53611519113,522.657176737424,383.804843809807,510.644330807223,1115.71633101798,61977.338061918,11638.6852373405,35987.2431937352,13034.8757030478,18480.9143218538,4471.45316883359,14351.4096308423,3888841,3909656,3939354,3970104,3999114,4027035,4055795,4083113,4109616,4135951,4161958,4186944,4210744,4233450,4255010,4276446,4290387,4297976,4311833,4309850,4236636,4213563,4113081,3972253,3808634,3626100,3380692,3137954,3024952,2828580,2672113,2529446,2476015,2433186,2307339,2243112,2165495,2180759,2152701,2113418,2055204,2088650,2010565,2004731,2058690,2058207,1995778,2070423,2050285,1991881,2042746,2038742,2009484,1934010,1974708,2012845,1926478,1910764,1856747,1959866,1892205,1919257,1917058,1919178,2021782,1914790,1950354,1930947,1884307,1843094,1893773,1922120,2046573,2004738,1975647,1912698,1867209,1901207,1790373,1841826,1809534,1745946,1743038,1638020,1615701,1493654,1494678,1419454,1336323,1323299,1279849,1087539,941233,842476,721385,592083,500254,382604,297090,229061,529237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8215,24710,36638,63348,159287,206104,327462,487334,670615,874215,1141940,1408685,1547765,1772156,1959539,2133984,2219258,2293220,2448558,2540523,2643790,2651809,2700971,2758832,2833837,2814340,2902031,2913050,2860064,2858557,2916498,2833264,2839728,2880175,2807682,2786130,2786638,2830734,2757121,2678702,2722810,2695045,2699707,2551781,2640902,2595384,2608571,2630693,2577236,2681401,2623628,2561337,2587228,2584289,2567221,2559067,2525603,2536974,2458257,2371662,2311384,2178138,2170473,2033940,2021727,1904708,1763353,1673696,1543908,1495321,1312714,1211515,1126621,943726,770518,663217,538762,386886,296710,236943,140202,108780,80795,46616,65492
